"url","price","institution","title","skills you will gain","css-1qajodb","ratings","reviews","level type duration"
"https://www.coursera.org/learn/global-statistics","Free","University of Geneva","Global Statistics - Composite Indices for International Comparisons","Probability & Statistics","Skills you'll gain:","4.6","(45 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/causal-inference-2","Free","Columbia University","Causal Inference  2","Inference, Modeling","Skills you'll gain:","3.4","(14 reviews)","Advanced · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3c/819800106811e990971f3846edeca3/logo-100x100-02.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/donnes-et-gouvernance-urbaine","Free","Sciences Po","Données et Gouvernance Urbaine","","","","","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d2/152b9b66734871b2c004979ec3e94a/square-fr.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/russian-water-management","Free","University of Geneva","Политика и управление водными ресурсами","","","4.8","(12 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c1/58698040c511e5a419a12a63a0de52/GestionEau-1200x1200.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production-it","Free","Google Cloud","Architecting Google Kubernetes Engine Production in italiano","","","","","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/31/1192322e7544b9b74be597de332199/Container-Engine.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/circuitos-spicey-2","Free","Pontificia Universidad Católica de Chile","Circuitos con SPICE: Análisis en el tiempo y la frecuencia","","","","","Intermediate · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0a/e935dd1b2e4223a42a1d9ec5c6c134/Foto-Logo-MOOC-ATF.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/learning-how-to-learn-youth","Free","Arizona State University","Learning How To Learn for Youth","Entrepreneurship, Business Psychology, Learning How To Learn, Human Learning","Skills you'll gain:","4.8","(2.4k reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/07/a47d30d7d011e8b0d861cb9a15e1d3/How-to-Learn-1-iStock-695372170_SQ.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/get-hired","Free","The State University of New York","Job Success: Get Hired or Promoted in 3 Steps","Social Media, Professional Development, Communication, Marketing, Human Resources, Leadership and Management, Infographics, Recruitment","Skills you'll gain:","4.5","(563 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/competencias-lab","Free","Universidad de Chile","Competencias Laborales: Perfiles, Evaluación y Capacitación.","Entrepreneurship, Business Psychology, People Development, Human Resources, Organizational Development, Leadership and Management","Skills you'll gain:","4.4","(352 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/image-processing","Free","Duke University","Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital","Mathematics, Computer Graphic Techniques, Applied Mathematics, Image Processing, Linear Algebra, Computer Vision, Computer Graphics, Machine Learning","Skills you'll gain:","4.7","(1.1k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/memory-and-movies","Free","Wesleyan University","Understanding Memory: Explaining the Psychology of Memory through Movies","Process","Skills you'll gain:","4.7","(2k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/budgeting-essentials-development","Free","Fundação Instituto de Administração","Budgeting essentials and development","Strategy and Operations, Entrepreneurship, Budget, Data Analysis, Leadership and Management, Business Analysis, Probability & Statistics, Forecasting, Financial Analysis, Budget Management, Strategy, Finance, Supply Chain and Logistics, Business Process Management, Cash Management, Financial Management, Account Management, Accounting, Planning, Sales","Skills you'll gain:","4.5","(199 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/skills-management","Free","The State University of New York","How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course)","Strategy and Operations, Entrepreneurship, Leadership and Management, Marketing, Human Resources, Professional Development, Sales, Strategy, Performance Management","Skills you'll gain:","3.8","(220 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/python-crash-course-ko","Free","Google","파이썬 단기집중과정","Statistical Programming, Computer Programming, Python Programming","Skills you'll gain:","4.9","(31 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/fd9a9b0f404af6842d49aad8cf141a/Andrew-WA-Thompson-699-1-.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/como-autoconstruir-tu-vivienda-segunda-etapa","Free","Universidad Nacional Autónoma de México","Cómo autoconstruir tu vivienda. Segunda etapa","Entrepreneurship, Computer Architecture, Supply Chain and Logistics, Leadership and Management, Planning","Skills you'll gain:","4.8","(241 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/14/d1ddfe6f014e83b4df44496132c019/AutoConstruirViv2_FINAL.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/gabriel-garcia-marquez-poder-historia-amor","Free","Universidad de los Andes","Gabriel García Márquez entre el poder, la historia y el amor","","","4.8","(123 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b5/b7b300de4a11e6a28c637281979d2f/Gabriel_Garcia_Marquez.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/womens-spirituality","Free","Universitat de Barcelona","A Voice of Their Own. Women's Spirituality in the Middle Ages.","History, Leadership and Management, Culture, Business Psychology","Skills you'll gain:","4.5","(85 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/infection-prevention","Free","The University of North Carolina at Chapel Hill","Infection Prevention in Nursing Homes","Probability & Statistics, Epidemiology","Skills you'll gain:","4.8","(966 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/feedingtheworld","Free","University of Pennsylvania","Feeding the World","Animal, Leadership and Management, Nutrition, Climate Change","Skills you'll gain:","4.7","(186 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/dolor-neuropatico-anestesiologia","Free","Universidad de los Andes","Diagnóstico y tratamiento del dolor neuropático en atención primaria","","","4.8","(276 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/improvisacion-de-jazz","Free","Berklee College of Music","Improvisación de jazz","","","4.9","(246 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/negotiation-ar","Free","Yale University","مقدمة عن التفاوض: دليل استراتيجي لتصبح مُفاوضًا ذا مبادئ ومُقنعًا","Communication, Marketing","Skills you'll gain:","4.6","(20 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/coaching-en-las-ondas","Free","Universitat Autònoma de Barcelona","Tu consultorio de Coaching en las ondas","Change Management, Communication, Leadership and Management, Human Resources, Strategy and Operations, Collaboration, Conflict Management, Coaching","Skills you'll gain:","4.8","(403 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/innovacion-agro","Free","Universidad Nacional Autónoma de México","Innovación agroalimentaria","Entrepreneurship, Innovation, Research and Design","Skills you'll gain:","4.7","(425 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/climate-change-africa","Free","United Cities and Local Governments of Africa","Planning for Climate Change in African Cities","Entrepreneurship, Business Psychology, Strategy and Operations, Business Analysis, Marketing, Analysis, Planning, Risk Management, Strategy, Leadership and Management, Critical Thinking, Supply Chain and Logistics, Finance, Research and Design, Resilience, Climate Change, Sales, Machine Learning, BlockChain, Big Data, Data Management","Skills you'll gain:","4.8","(109 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/the-beatles","Free","University of Rochester","The Music of the Beatles","Business Psychology, Communication, Music, Leadership and Management, Culture, History","Skills you'll gain:","4.8","(696 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0e/61a0fd462aa2524f71915233b3530b/Beatles-red-legal-safe-copy.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/automation-360","Free","Automation Anywhere","Getting Started with Automation 360","Software Engineering, Software Testing, Computer Programming, Computer Programming Tools","Skills you'll gain:","4.3","(8 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e6/df60204ae94f52a5241d5f671ecfee/Coursera-Image.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/introduction-particle-accelerators","Free","Lund University","Introduction to Particle Accelerators (NPAP MOOC)","Computer Graphic Techniques, Mathematics, Markov Model, Probability & Statistics, Experiment, Mathematical Theory & Analysis, Computer Graphics, General Statistics, Physics, Machine Learning","Skills you'll gain:","4.7","(162 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/19/d799189d914dc8b4f8d6b2d53e6da3/MOOC-1-logo.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/iot-devices","Free","EIT Digital","Introduction to Architecting Smart IoT Devices","Internet Of Things, Theoretical Computer Science, Mathematics, Interactive Design, Network Architecture, Computer Graphics, Software Engineering, Software Testing, Cyberattacks, Security Engineering, Human Computer Interaction, Computational Logic, Computer Networking, Mathematical Theory & Analysis, Computer Architecture","Skills you'll gain:","4.0","(199 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/healthcare-it","Free","Icahn School of Medicine at Mount Sinai","Health Care IT: Challenges and Opportunities","Probability & Statistics, Leadership and Management, Bioinformatics, Biostatistics","Skills you'll gain:","4.7","(437 reviews)","Mixed · Course · 3-6 Months",""
"https://www.coursera.org/learn/enlinea","Free","Universidad Nacional Autónoma de México","Cursos en línea: modelo para armar","Research and Design, Entrepreneurship, Communication, Business Psychology, Leadership and Management, Supply Chain and Logistics, Planning, Human Resources, Creativity, Collaboration, Adaptability, People Development, Human Learning","Skills you'll gain:","4.8","(224 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/importance-power-music-our-society","Free","Universiteit Leiden","The Importance and Power of Music in our Society","Communication, Music, Listening, Writing","Skills you'll gain:","4.6","(58 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/learnerdifferences","Free","University of Illinois at Urbana-Champaign","Negotiating Learner Differences: Towards Productive Diversity in Learning","History, Communication, Education","Skills you'll gain:","4.3","(17 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/shakespeare","Free","University of London","Introduction to Who Wrote Shakespeare","Strategy and Operations, Critical Thinking, Research and Design, Business Analysis, Listening","Skills you'll gain:","4.7","(219 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/edref","Free","University of Pennsylvania","American Education Reform: History, Policy, Practice","History, Sociology, Education, Religion","Skills you'll gain:","4.8","(96 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/intellectual-humility-science","Free","The University of Edinburgh","Intellectual Humility: Science","Business Psychology, Entrepreneurship, People Development, Probability & Statistics, Business Analysis, Research and Design, Philosophy, Strategy and Operations, Culture, Leadership and Management, Human Resources, Critical Thinking, Epidemiology, Human Learning, Leadership Development, Psychology","Skills you'll gain:","4.7","(168 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/aids-fear-hope","Free","University of Michigan","AIDS: Fear and Hope","Business Psychology, Culture, Probability & Statistics, Leadership and Management, Epidemiology","Skills you'll gain:","4.8","(389 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/negotiation-skills-fr","Free","University of Michigan","Réussir une négociation : Stratégies et compétences clés","Strategy and Operations","Skills you'll gain:","4.4","(10 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/99/7ab7c00f7b11e79b617dbb2116532d/contractnegotiations_Logo_080814d.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/intellectual-humility-practice","Free","The University of Edinburgh","Intellectual Humility: Practice","Strategy and Operations, Communication, Business Psychology, Experiment, Philosophy, Business Analysis, Entrepreneurship, General Statistics, Critical Thinking, Probability & Statistics, Human Learning, Listening, Research and Design, Speech","Skills you'll gain:","4.7","(133 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f1/b80ea0568511e7a8c8cf26dd45c2b7/IH-P.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/valuecreation","Free","Northeastern University","Innovation for Impact (i4i) The Carlson-Polizzotto Method of Value Creation","Entrepreneurship, Communication, User Research, Leadership and Management, Marketing, Innovation, Advertising, Research and Design, Human Computer Interaction, Value Proposition, Design and Product, Customer Satisfaction, Market Research, Strategy and Operations, Strategy, Sales","Skills you'll gain:","4.8","(30 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/20/ff05f9c54d4081a6ec91b5609653c2/CourseraVClogo2.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/olympic-games","Free","Universitat Autònoma de Barcelona","The Olympic Games and the Media","Communication, Social Media, History, Media Production, Marketing, Sports, Sales, Media Strategy & Planning","Skills you'll gain:","4.7","(135 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6a/81c2508ca811e3aed75966a6f27d66/MOOC_caratula.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/kennedy","Free","University of Virginia","The Kennedy Half Century","History","Skills you'll gain:","4.6","(466 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/spark-public/flex-kennedy/JohnFKennedy.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/acute-stroke-race-scale","Free","Universitat de Barcelona","Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale","Probability & Statistics, Epidemiology","Skills you'll gain:","4.8","(86 reviews)","Intermediate · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c7/0357003b5311e9ba5799dc2e242ac4/RACE-SCALE_2.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/the-social-dimensions-of-antimicrobial-resistance","Free","University of Amsterdam","The Social Dimensions of Antimicrobial Resistance","","","","","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/wasser-schweiz","Free","University of Zurich","Wasser in der Schweiz","Resource, Sustainability, Energy","Skills you'll gain:","4.7","(13 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/economie-sol-immobilier-2","Free","École Polytechnique Fédérale de Lausanne","Economie du sol et de l'immobilier II","Finance","Skills you'll gain:","4.8","(45 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/tencent-cloud-solutions-architect-professional","Free","Tencent Cloud","Tencent Cloud Solutions Architect Professional","","","","","Advanced · Course · 3-6 Months",""
"https://www.coursera.org/learn/convolutional-neural-networks-ko","Free","DeepLearning.AI","컨볼루션 신경망","Artificial Neural Networks, Machine Learning","Skills you'll gain:","","","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/data-scientists-tools-ko","Free","Johns Hopkins University","데이터 과학자의 도구 상자","R Programming, Rstudio, I-Deas, Github, Statistical Programming","Skills you'll gain:","4.6","(8 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/uchytelskyy-kouchynh","Free","Match Teacher Residency","Учительський коучинг: сприяння розвитку сталих змін","","","","","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/ffeb90d62911e389cbf5288c47b8e2/this-one.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/philosophy-physical-sciences","Free","The University of Edinburgh","Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences","Strategy and Operations, Philosophy, Research and Design, Critical Thinking, Business Analysis, Astronomy, Physics","Skills you'll gain:","4.6","(842 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/cf/0e6f355ee930b55faf574d1d89a990/iStock_000018892265XSmall.jpeg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/after-the-arab-spring","Free","University of Copenhagen","After the Arab Spring – Democratic Aspirations and State Failure","Middle East, Leadership and Management, Market Research, Probability & Statistics, Culture, Entrepreneurship, Strategy and Operations, General Statistics, Research and Design, Econometrics, Business Psychology, Critical Thinking, Business Analysis","Skills you'll gain:","4.7","(485 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c2/8de73030ab11e7b31459fa8867d3cd/After-the-Arab-Spring_175x175.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/epistemology","Free","Erasmus University Rotterdam","The Epistemic Quest for Truth: Introduction to epistemology","","","","","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d3/aec5fb84bb42f992cff8b00ffb88fd/mooc-DEF.jpg.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/calculo-4","Free","Tecnológico de Monterrey","4.- El Cálculo - Otros Modelos","Calculus, Mathematics","Skills you'll gain:","4.7","(193 reviews)","Mixed · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/02/aa34c0baee11e5a3dee98a51395b90/CURSO4_OTROSMODELOS.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/understanding-technology-and-data","Free","Accenture","Understanding Technology and Data","","","","","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/44/20e280489048678d8f0daf6b064b31/Acc_Logo_All_Black_RGB---Copy-3-.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/antisemitism","Free","Yad Vashem","Antisemitism: From Its Origins to the Present","","","4.8","(46 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/science-literacy","Free","University of Alberta","Science Literacy","Strategy and Operations, Data Analysis, Communication, Research and Design, Business Analysis, Critical Thinking","Skills you'll gain:","4.4","(189 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/calculo-2","Free","Tecnológico de Monterrey","2.- El Cálculo - Modelo Cuadrático","Calculus, Computer Programming, Statistical Programming, Python Programming, Mathematics, Algebra, Computer Vision, Machine Learning","Skills you'll gain:","4.8","(325 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/arctic-development","Free","University of Alberta","Arctic Development","Business Psychology, Supply Chain and Logistics, Entrepreneurship, Career, Audit, Leadership and Management, Adaptability, Accounting, Climate Change, Planning","Skills you'll gain:","4.7","(28 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/health-resilience-healthcare-workers","Free","University of Toronto","Mental Health and Resilience for Healthcare Workers","Computer Programming, Human Resources, Strategy and Operations, Entrepreneurship, Business Psychology, Audit, Gratitude, Leadership and Management, Organizational Development, Programming Principles, Thought, Mental Health, Business Process Management, Accounting, Resilience","Skills you'll gain:","4.8","(189 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/origins-universe-solarsystem","Free","University of Copenhagen","Origins - Formation of the Universe, Solar System, Earth and Life","Communication, Mathematics, Algebra","Skills you'll gain:","4.7","(602 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/inequality-and-democracy","Free","Utrecht University","Inequality and Democracy","Behavioral Economics, Business Psychology, Strategy and Operations, Business Analysis, Research and Design, Economics, Critical Thinking","Skills you'll gain:","4.8","(25 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d4/321a2136a04d2da1e600ced3b2dd14/Thumbnail.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/doing-business-in-europe","Free","ESCP Business School","Doing Business in Europe","Creativity, Entrepreneurial Finance, Entrepreneurship, Strategy and Operations, Market (Economics), Business Strategy, Research and Design, E-Commerce, Law, Leadership and Management, Innovation, Market Research, Finance, Strategy, Marketing, FinTech, Account Management, Sales, Project Management, Economy","Skills you'll gain:","4.4","(109 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/df/4c25c0c2dd11e799c01bcc8e4dd878/dbe.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/accessibility-scenic-arts","Free","Universitat Autònoma de Barcelona","Accessibility to the Scenic Arts","Leadership and Management, Culture, Business Psychology","Skills you'll gain:","4.7","(27 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/da/261650576611e8a781c5cd2b50c59a/logo-accessibility.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/geomatique","Free","École Polytechnique Fédérale de Lausanne","Éléments de Géomatique","Mathematics, Applied Mathematics, Computer Graphic Techniques, Linear Algebra, Data Visualization, Calculus, Computer Graphics, Geovisualization","Skills you'll gain:","4.7","(123 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fa/20a50065dd11e6b0aa71a95322c713/Geomatique.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/partenariats-qui-changent-le-monde","Free","ESSEC Business School","Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations","Communication, Business Psychology, Entrepreneurship, Collaboration, Organizational Development, Leadership and Management","Skills you'll gain:","4.6","(121 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/fc96f04df211e8bb6ae5b75503c73f/vignette-MANAGEMENT-ET-SOCIETE.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/quimica-etica","Free","Universidad Nacional Autónoma de México","Química, guerra y ética","Business Psychology, Leadership and Management, Culture","Skills you'll gain:","4.9","(217 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f6/f35c6bf2a44496a3a2ad7c65d44a35/QuimicaGuerraE2_FINAL.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/thermo-base","Free","École Polytechnique Fédérale de Lausanne","Thermodynamique : fondements","Time Management","Skills you'll gain:","4.6","(43 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/rock-and-roll-music","Free","University of Florida","Music's Big Bang: The Genesis of Rock 'n' Roll","History, Business Psychology, Culture, Leadership and Management, Listening, Music","Skills you'll gain:","4.7","(130 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/study-in-japan","Free","The University of Tokyo","Studying at Japanese Universities","Design and Product","Skills you'll gain:","4.8","(391 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/uol-public-history","Free","University of London","Applied Public History: Places, People, Stories","Creativity, History, Business Psychology, Change Management, Communication, Strategy and Operations, Entrepreneurship, Culture, Data Visualization, Leadership and Management, Research and Design, Geovisualization, Map, Collaboration, Visual Design, Mapping","Skills you'll gain:","4.9","(62 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/programmation-orientee-objet-java","Free","École Polytechnique Fédérale de Lausanne","Introduction à la programmation orientée objet (en Java)","Computer Programming, Strategy and Operations, Mobile Development, Programming Principles, Project Management, Java Programming","Skills you'll gain:","4.8","(286 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/foundx-course","Free","The University of Tokyo","FoundX Startup School Course","Research and Design, Business Design","Skills you'll gain:","","","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/high-throughput","Free","Georgia Institute of Technology","Introduction to High-Throughput Materials Development","Process, Software Engineering, Experiment, Material Handling, Materials, Research and Design, Business Analysis, Strategy and Operations, Software Testing, Supply Chain and Logistics, Probability & Statistics, Critical Thinking, General Statistics, Sales, Chemistry, Account Management","Skills you'll gain:","4.6","(162 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/enseignes-et-afficheurs-led","Free","École Polytechnique Fédérale de Lausanne","Enseignes et afficheurs à LED","Internet Of Things, Software Engineering, Arduino","Skills you'll gain:","4.2","(13 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/ebola-vaincre-ensemble","Free","University of Geneva","Ebola : Vaincre ensemble !","Business Psychology, Entrepreneurship, Marketing, Leadership and Management, Evaluation, Sales, Health System, Thought, Disease","Skills you'll gain:","4.4","(52 reviews)","Mixed · Course · 1-3 Months",""
